projectname,clientname,projectscope,yr_closed,newdistcode,cleanschool,newschoolid,CPI_estamount,CPI_contamount,CPI_changeamt,CPI_closedamount,calculated_cost,yr_op1,genenrollment,distkids,CPI_perstu,CPIdist_kid,ctwhite,ctblack,cthispanic,ctReduced_lunch,distctwhite,distctblack,distcthispanic,distctReduced_lunch,maybecanceled,edu_building,career_tech,community1,community2,gen_facilities,admin,new,modern,career_techspending,edu_buildingspending,community1spending,community2spending,gen_facilitiesspending,adminspending,career_techstudent,edu_buildingstudent,community1student,community2student,gen_facilitiesstudent,adminstudent
GAULT STREET ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 1-CLASSROOM/LIBRARY BUILDING  M (A# 15634), 1-LIBRARY BUILDING  N (A# 15634), 1-SANITARY/STORE BLDG H (A#7862)",13,622710,GAULT STREET ELEMENTARY,62271003040,0,272638,,272638,272638,2009,446,667315,611.296,0.4085597,46,21,359,376,59448,72377,501867,513043,0,1,0,1,0,1,0,0,0,,611.296,611.296,,611.296,,,611.296,611.296,,611.296,
JOYNER ELEMENTARY SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 6-BLDGS. 200 THRU 700 (A 04-106372)- PV SYSTEM ON ROOFS,14,634320,JOYNER ELEMENTARY,63432012000,0,857689.4,378802.4,1236492,1236492,2011,647,130719,1911.115,9.459159,11,70,502,606,31270,14791,60052,86232,0,1,0,0,0,1,0,0,0,,1911.115,,,1911.115,,,1911.115,,,1911.115,
HOBART BLVD ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-CONSTRUCTION OF LUNCH SHELTER,0,622710,HOBART BLVD ELEMENTARY,62271003086,107187,105400.6,2283.913,0,107684.5,1998,2103,695885,51.20518,0.1547447,,61,1783,,0,93867,466259,0,0,0,0,0,0,1,0,0,0,,,,,51.20518,,,,,,51.20518,
MARQUEZ ELEMENTARY,LOS ANGELES UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 1-C.R. BLDG, K.G. BLDG, ADMIN BLDG, ASSEM/CAFE BLDG (AIR CONDITIONING)",13,622710,MARQUEZ ELEMENTARY,62271003170,916893.7,1732820,460209.6,2193030,2193030,2000,711,721346,3084.43,3.040191,573,25,53,39,72404,93532,496505,520214,0,1,0,0,0,0,1,0,0,,3084.43,,,,3084.43,,3084.43,,,,3084.43
ZAMORANO ELEMENTARY SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"RELOCATION OF 2-CLASSROOM BUILDINGS (RELOCATABLE A#57769 AND A#20010), 2-RAMPS (RELOCATABLE A# 105580)",15,634320,ZAMORANO ELEMENTARY,63432008965,0,106420.5,,106420.5,106420.5,2012,1286,129995,82.75314,0.818651,52,272,513,0,30309,14050,60329,27623,0,1,0,0,0,1,0,0,0,,82.75314,,,82.75314,,,82.75314,,,82.75314,
SAN PEDRO STREET ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-LUNCH SHELTER,12,622710,SAN PEDRO STREET ELEMENTARY,62271003331,0,792086.5,,0,792086.5,2006,775,703722,1022.047,1.125567,0,5,766,716,64272,82884,532152,558949,0,0,0,0,0,1,0,0,0,,,,,1022.047,,,,,,1022.047,
MARKHAM MIDDLE SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 4-CLASSROOM BUILDINGS,15,622710,MARKHAM MIDDLE,62271003168,324471.3,1320498,72202.97,0,1392701,2009,1263,667315,1102.693,2.087021,1,408,1081,1219,59448,72377,501867,513043,0,1,0,0,0,0,0,0,0,,1102.693,,,,,,1102.693,,,,
VISTA GRANDE ELEMENTARY SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-(1) MULTIPURPOSE BLDG, 1-10 - RELOCATABLE C.R. BLDG/S (B1-B10)",8,634320,VISTA GRANDE ELEMENTARY,63432005564,1563102,1807544,84498.52,0,1892042,2003,575,137960,3290.508,13.71443,284,67,176,258,36825,21108,57546,79705,0,1,0,1,0,0,0,0,0,,3290.508,3290.508,,,,,3290.508,3290.508,,,
CHABOT ELEMENTARY SCHOOL,OAKLAND UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-RELOCATION OF: ONE RELOCATABLE CLASSROOM AT CHABOT ELEMENTARY.,6,628050,CHABOT ELEMENTARY,62805004239,28004.05,28004.05,,0,28004.05,1999,349,55051,80.24084,0.5086929,,90,24,,0,26868,13402,0,0,1,0,0,0,0,0,0,0,,80.24084,,,,,,80.24084,,,,
CANTARA STREET ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATIONS TO 3 C.R. BLDGS. (RELOCATION),3,622710,CANTARA STREET ELEMENTARY,62271002891,65265,93691.53,,0,93691.53,1998,703,695885,133.2739,0.1346365,,45,532,,0,93867,466259,0,0,1,0,0,0,0,0,0,0,,133.2739,,,,,,133.2739,,,,
MONTERA MIDDLE SHOOL,OAKLAND UNIFIED SCHOOL DISTRICT,RECONSTRUCTION OF 1-(1) CLASSROOM BUILDING- FIRE DAMAGE,7,628050,MONTERA MIDDLE,62805004303,78358.19,225430.5,,0,225430.5,2005,861,48135,261.824,4.683296,258,384,95,235,2953,20267,16904,31236,0,1,0,0,0,1,0,0,0,,261.824,,,261.824,,,261.824,,,261.824,
MILLER SENIOR HIGH SPECIAL EDUCATION,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-FIRE ALARM SYSTEM (UPGRADE ENTIRE CAMPUS),12,622710,MILLER SENIOR HIGH,62271003186,679432.5,304170.9,47236.57,0,351407.5,2008,1020,684143,344.5172,0.5136462,3,255,773,966,59978,74519,504866,469364,0,1,0,0,0,1,0,0,0,,344.5172,,,344.5172,,,344.5172,,,344.5172,
MARKHAM MIDDLE SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-LUNCH SHELTER,9,622710,MARKHAM MIDDLE,62271003168,107843,194117.5,61582.86,0,255700.3,1998,1800,695885,142.0557,0.3674462,,713,997,,0,93867,466259,0,0,0,0,0,0,1,0,0,0,,,,,142.0557,,,,,,142.0557,
RAMONA OPPORTUNITY HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-ADMIN/C.R. BLDG, M.P. BLDG,CHILDCARE BLDG, GYM. BLDG. & LUNCH SHELTER",14,622710,RAMONA OPPORTUNITY HIGH,62271003296,2.15E+07,3.89E+07,1069686,4.00E+07,4.00E+07,2005,126,727319,317433.7,54.99189,0,1,131,130,66438,86362,539906,556015,0,1,1,1,1,1,1,0,0,317433.7,317433.7,317433.7,317433.7,317433.7,317433.7,317433.7,317433.7,317433.7,317433.7,317433.7,317433.7
SEPULVEDA MIDDLE SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ENTIRE CAMPUS (FIRE ALARM & SAFETY & TECHNOLOGY),12,622710,SEPULVEDA MIDDLE,62271003340,6524708,3769276,242068.1,0,4011344,2004,2089,741367,1920.222,5.41074,121,117,2328,2125,68132,88271,541514,558973,0,0,1,0,0,1,0,0,0,1920.222,,,,1920.222,,1920.222,,,,1920.222,
CENTRAL REGION ELMENTARY SCHOOL #18,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-MP/LIBRARY/GARAGE/CR BUILDING; KG/CR BUILDING; CR BUILDING.,15,622710,CENTRAL REGION ELMENTARY #18,62271012924,0,3.29E+07,3915797,3.68E+07,3.68E+07,2006,0,703722,,52.26366,0,0,0,0,64272,82884,532152,558949,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,
NOBLE AVENUE ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-AUDITORIUM BLDG (HVAC),6,622710,NOBLE AVENUE ELEMENTARY,62271003227,101147.9,179157.4,15996.9,0,195154.3,2001,1759,735058,110.9462,0.2654951,19,51,1665,1695,71178,92096,510367,530100,0,0,0,0,1,1,0,0,0,,,,110.9462,110.9462,,,,,110.9462,110.9462,
CALVIN SIMMONS MIDDLE SCHOOL-OAKLAND U.S.D.,OAKLAND UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-CLASSROOM BUILDING TO HEALTH CLINIC,13,628050,CALVIN SIMMONS MIDDLE,62805004270,541469.5,787592,-41613.3,0,745978.7,2009,0,46099,,16.1821,0,0,0,0,3019,16165,17354,31550,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,
JUAREZ ELEMENTARY SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-(1)LUNCH SHELTER (30'X64')-A# 03-106128; (1)LIB BLDG(100)-A# 04-104911; & RELATED SITE WORK., RELOCATION OF 1-(5)RELOCATABLE 24X40 CR BLDGS(B1-A#3329, B2-A#65547, B3 & B4 - A#67433, B5-A#101282)., ALTERATIONS TO 1-(1)K.G BLDG(400); (2)CR BLDGS(300, 500); & (1)M.P BLDG(200) - A# 20680.",9,634320,JUAREZ ELEMENTARY,63432005490,1984859,2142699,-2322.4,0,2140377,2002,356,140753,6012.293,15.20661,132,45,143,217,37601,22065,56205,86939,0,1,0,1,0,1,0,0,0,,6012.293,6012.293,,6012.293,,,6012.293,6012.293,,6012.293,
BROADWAY ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ENTIRE CAMPUS (FIRE ALARM & SAFETY & TECHNOLOGY),11,622710,BROADWAY ELEMENTARY,62271002867,2337971,925279.3,13924.84,0,939204.1,2004,323,741367,2907.753,1.266855,10,49,265,295,68132,88271,541514,558973,0,0,1,0,0,1,0,0,0,2907.753,,,,2907.753,,2907.753,,,,2907.753,
HERRICK AVENUE  ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 1-C.R. BLDG (STOCKPILE A 04-100616) WITH RAMP PC 04-100768; TOILET BLDG (STOCKPILE A 03-101332);(RELOCATION), M.P. BLDG (A 17628)(TOILET UPGRADE)",5,622710,HERRICK AVENUE ELEMENTARY,62271003080,60210.3,0,,0,60210.3,2001,784,735058,76.79886,0.0819123,68,18,658,624,71178,92096,510367,530100,0,1,0,1,0,1,0,0,0,,76.79886,76.79886,,76.79886,,,76.79886,76.79886,,76.79886,
BELLA VISTA CHILD DEVELOPMENT CENTER - PORTABLES,OAKLAND UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-REVISION ON 5/25/04: 6 CR BLDGS. (24X40 PORTABLES) AND ONE CANOPY,7,628050,BELLA VISTA CHILD DEVELOPMENT CENTER - PORTABLES,62805004241,196559.4,1565923,123896,0,1689819,2002,603,52501,2802.354,32.18642,7,153,130,545,3049,23870,16490,27583,0,1,0,0,0,1,0,0,0,,2802.354,,,2802.354,,,2802.354,,,2802.354,
MARKHAM MIDDLE SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATIONS TO ALL BUILDINGS (INSTALLATION OF AIR CONDITIONING),7,622710,MARKHAM MIDDLE,62271003168,1710663,2817125,-258564.3,0,2558560,1997,1733,680430,1476.376,3.760211,,685,965,,0,93310,453938,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FREESE ELEMENTARY SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 1-(17)RELOCATABLE CR BLDGS (B1 TO B11, B21 TO B25, K3); AND (1)RELOCATABLE RESTRM BLDG (T-1).  SEE ATTACHED FOR PC NUMBERS)",6,634320,FREESE ELEMENTARY,63432005464,164012.2,164012.2,,0,164012.2,2002,677,140753,242.2632,1.165248,33,280,270,593,37601,22065,56205,86939,0,1,0,0,0,0,0,0,0,,242.2632,,,,,,242.2632,,,,
TOLAND WAY  ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTNS. TO ENTIRE SCHOOL (HVAC),0,622710,TOLAND WAY ELEMENTARY,62271003399,253453.4,408924.3,128610.6,0,537534.9,1998,525,695885,1023.876,0.7724478,,7,385,,0,93867,466259,0,0,0,0,0,0,1,0,0,0,,,,,1023.876,,,,,,1023.876,
MARSTON MIDDLE SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-SITEWORK, ALTERATIONS TO 1-WOODSHOP BLDG (BLDG 100-A3); 1 - CLASSROOM BUILDING (BLDG 100-A2); 1 - ADMIN. BLDG (BLDG. 100-A1) (04-104216)",14,634320,MARSTON MIDDLE,63432005513,0,1235001,108195.5,1343196,1343196,2011,815,130719,1648.093,10.27545,216,31,469,590,31270,14791,60052,86232,0,1,1,0,0,1,1,0,0,1648.093,1648.093,,,1648.093,1648.093,1648.093,1648.093,,,1648.093,1648.093
CABRILLO EARLY EDUCATION CENTER,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-SHADE STRUCTURE (PC-04-110516),15,622710,CABRILLO EARLY EDUCATION CENTER,62271002882,0,115737.6,13328.63,129066.2,129066.2,2011,429,659132,300.8536,0.1958124,16,42,370,388,58880,65424,484516,411617,0,0,0,0,0,1,0,0,0,,,,,300.8536,,,,,,300.8536,
EMERSON-BANDINI ELEMENTARY SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ADDITION OF NEW UPS/WIRELESS LAN SYSTEM TO EXISTING BUILDINGS( ENTIRE CAMPUS),14,634320,EMERSON-BANDINI ELEMENTARY,63432005451,0,244246,-27152.88,217093.2,217093.2,2011,653,130719,332.4551,1.660762,3,24,606,582,31270,14791,60052,86232,0,1,0,0,0,0,0,1,0,,332.4551,,,,,,332.4551,,,,
VIRGIL MIDDLE SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-GYMNASIUM BLDG (HVAC),8,622710,VIRGIL MIDDLE,62271003439,227417.5,548710.8,8273.157,0,556984,2001,2816,735058,197.7926,0.7577416,16,57,2612,2394,71178,92096,510367,530100,0,0,0,0,1,1,0,0,0,,,,197.7926,197.7926,,,,,197.7926,197.7926,
NEVADA ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-FIRE ALARM & SAFETY TECHNOLOGY (ENTIRE CAMPUS),11,622710,NEVADA ELEMENTARY,62271003211,2113040,1016664,70211.84,0,1086876,2004,710,741367,1530.811,1.466043,85,51,523,650,68132,88271,541514,558973,0,0,1,0,0,1,0,0,0,1530.811,,,,1530.811,,1530.811,,,,1530.811,
STOCKPILE,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-(5) TOILET BUILDINGS (RELOCATABLE) (PC 04-105170 MODIFIED),9,622710,STOCKPILE,999999,400374.5,400374.5,,0,400374.5,2005,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,
SUN VALLEY MIDDLE,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 10-SOLAR CANOPIES (PC 01-112099) AND RELATED SITE WORK.,15,622710,SUN VALLEY MIDDLE,62271012520,0,1619595,,1619595,1619595,2012,800,653337,2024.494,2.478958,11,22,858,182,59627,62467,483838,195472,0,0,0,0,0,1,0,0,0,,,,,2024.494,,,,,,2024.494,
BROADOUS EARLY EDUCATION CENTER,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-FIRE ALARM UPGRADE,12,622710,BROADOUS EARLY EDUCATION CENTER,62271003008,75141.66,62522.15,,0,62522.15,2008,827,684143,75.60115,0.0913875,3,27,796,325,59978,74519,504866,469364,0,0,0,0,0,1,0,0,0,,,,,75.60115,,,,,,75.60115,
MONTARA AVENUE ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-4 C.R.BLDGS.AND 1 TOILET BLDG.(RELOCATABLES),9,622710,MONTARA AVENUE ELEMENTARY,62271009394,0,1505405,,0,1505405,2006,850,703722,1771.065,2.139204,6,8,919,844,64272,82884,532152,558949,0,1,0,0,0,1,0,0,0,,1771.065,,,1771.065,,,1771.065,,,1771.065,
WOODCREST ELEMENTARY,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATIONS TO AUDITORIUM BLDG W/MODIFICATION TO A/C SYSTEM,8,622710,WOODCREST ELEMENTARY,62271003471,101893.3,339644.4,51369.64,0,391014.1,2001,1465,735058,266.9038,0.5319499,4,629,863,1468,71178,92096,510367,530100,0,1,0,0,1,0,0,0,0,,266.9038,,266.9038,,,,266.9038,,266.9038,,
SAN PEDRO STREET ELEMENTARY,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-CONSTRUCTION OF LUNCH SHELTER,4,622710,SAN PEDRO STREET ELEMENTARY,62271003331,104641,0,,0,104641,1999,695,710007,150.5627,0.1473803,,12,684,,0,94664,480655,0,0,0,0,0,0,1,0,0,0,,,,,150.5627,,,,,,150.5627,
BRET HARTE MIDDLE SCHOOL-OAKLAND USD,OAKLAND UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 1-CLASSROOM BUILDING (A1), CLASSROOM/MP BUILDING (A2), CLASSROOM/ADMIN BUILDING (B)",14,628050,BRET HARTE MIDDLE,62805004242,0,260089.3,,260089.3,260089.3,2013,538,47028,483.4373,5.530519,28,215,167,547,4272,13398,19425,35794,0,1,0,0,0,0,1,0,0,,483.4373,,,,483.4373,,483.4373,,,,483.4373
FRUITVALE ELEMENTARY SCHOOL,OAKLAND UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATIONS TO WINDOW REPLACEMENT,15,628050,FRUITVALE ELEMENTARY,62805004264,145033.3,0,,0,145033.3,1998,707,54256,205.1391,2.67313,,334,168,,0,27286,12374,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
RESEDA SENIOR HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 1-BOY'S GYMNASIUM BLDG (HVAC), (#11012)",14,622710,RESEDA SENIOR HIGH,62271003301,0,692657,227553.7,920210.6,920210.6,2007,2385,685249,385.8326,1.342885,309,193,1797,1702,61671,77938,514197,518046,0,0,0,0,1,1,0,0,0,,,,385.8326,385.8326,,,,,385.8326,385.8326,
OAKLAND TECHNICAL HIGH SCHOOL,OAKLAND UNIFIED SCHOOL DISTRICT,RELOCATION OF 1-8- 24X48 RELOC C R,8,628050,OAKLAND TECHNICAL HIGH,62805004305,60275.53,60275.53,,0,60275.53,2005,1661,48135,36.2887,1.252218,114,1106,187,907,2953,20267,16904,31236,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
MANUAL ARTS SENIOR HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-FIRE ALARM UPGRADE (ENTIRE CAMPUS),14,622710,MANUAL ARTS SENIOR HIGH,62271003163,0,1824954,390879.4,2215834,2215834,2008,3498,684143,633.4573,3.238846,5,640,2795,2619,59978,74519,504866,469364,0,0,0,0,0,1,0,0,0,,,,,633.4573,,,,,,633.4573,
NORMONT EARLY EDUCATION CENTER,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-SHADE STRUCTURE (20X30FT PC 04-110643), 1-SHADE STRUCTURE (30X40FT PC 02-109528)",14,622710,NORMONT EARLY EDUCATION CENTER,62271003229,0,63517.22,,63517.22,63517.22,2011,417,659132,152.3195,0.096365,4,70,325,156,58880,65424,484516,411617,0,0,0,0,0,1,0,0,0,,,,,152.3195,,,,,,152.3195,
DORSEY HIGH,LOS ANGELES UNIFIED SCHOOL DISTRICT,"RECONSTRUCTION OF 1-BOY'S GYMNASIUM (A  1745 , 100208)",8,622710,DORSEY HIGH,62271002965,453829.5,657404.4,46237.86,0,703642.3,2002,2209,746852,318.5343,0.9421442,5,1355,831,1520,70746,91195,524821,534883,0,0,0,0,1,0,0,0,0,,,,318.5343,,,,,,318.5343,,
MANUAL ARTS NEW PRIMARY CENTER # 2,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-C.R./BASEMENT PARKING/M.P./KITCHEN/LUNCH SHELTER,4,622710,MANUAL ARTS NEW PRIMARY CENTER # 2,62271003163,7971799,0,,0,7971799,2002,3991,746852,1997.444,10.67387,4,805,3062,3264,70746,91195,524821,534883,0,1,0,1,0,1,0,0,0,,1997.444,1997.444,,1997.444,,,1997.444,1997.444,,1997.444,
VAN NUYS MIDDLE SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-RELOCATION OF TEN HCD APPROVED  RELOCATABLE CLSRM  BLDGS.,3,622710,VAN NUYS MIDDLE,62271003422,259140.5,0,,0,259140.5,1998,1332,695885,194.5499,0.3723898,,90,887,,0,93867,466259,0,0,1,0,0,0,0,0,0,0,,194.5499,,,,,,194.5499,,,,
WANGENHEIM MIDDLE SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 1-ADMIN. BLDG (A-39917,105081,60880) DUE TO WATER DAMAGE W/CHANGING TO THE PLAN OF THE INTERIOR PARTITIONS.",7,634320,WANGENHEIM MIDDLE,63432005566,246283,646358.6,112132.7,0,758491.3,2004,1393,134709,544.502,5.630591,360,181,236,521,35750,20001,57810,70280,0,1,0,0,0,1,1,0,0,,544.502,,,544.502,544.502,,544.502,,,544.502,544.502
FORTY-NINTH STREET ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-RELOCATION OF 4  C.R. BLDG'S. ; ALTNS. TO MAIN BLDG. (TOILET UPGRADE).,4,622710,FORTY-NINTH STREET ELEMENTARY,62271003015,69595.38,0,,0,69595.38,1999,1716,710007,40.55674,0.0980207,,160,1509,,0,94664,480655,0,0,1,0,0,0,1,0,0,0,,40.55674,,,40.55674,,,40.55674,,,40.55674,
SAN JUAN HIGH SCHOOL (SAN JUAN UNIFIED SCHOOL DISTRICT),SAN JUAN UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-SITE FENCES, GATES, WALLS, CORNER MONUMENT, BUS SHELTER",12,634620,SAN JUAN HIGH,63462005817,0,2618045,233647.7,2851693,2851693,2008,768,46919,3713.142,60.77906,472,97,210,490,31450,3476,7730,16003,0,1,0,0,0,1,0,0,0,,3713.142,,,3713.142,,,3713.142,,,3713.142,
LOCKE EARLY EDUCATION CENTER,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 4-SHADE STRUCTURES,15,622710,LOCKE EARLY EDUCATION CENTER,62271003140,0,778618.6,79264.81,857883.4,857883.4,2010,651,667090,1317.793,1.286009,1,437,837,1207,58984,68122,491937,510789,0,0,0,0,0,1,0,0,0,,,,,1317.793,,,,,,1317.793,
GLEDHILL MAGNET  ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-RELOCATION OF 3 CLSRM  BLDGS  FROM STOCKPILE A-68900,99,622710,GLEDHILL MAGNET ELEMENTARY,62271003043,50761.67,58013.33,,0,58013.33,1998,727,695885,79.79826,0.0833663,,92,353,,0,93867,466259,0,0,1,0,0,0,1,0,0,0,,79.79826,,,79.79826,,,79.79826,,,79.79826,
STEVENSON MIDDLE SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-LUNCH SHELTER, ALTERATIONS TO 1-SANITARY BLDG.",11,622710,STEVENSON MIDDLE,62271003372,196691.2,366174.8,23880.15,0,390055,2002,2498,746852,156.1469,0.5222654,4,3,2512,2201,70746,91195,524821,534883,0,0,0,0,0,1,0,0,0,,,,,156.1469,,,,,,156.1469,
CASTLE HIGHTS ELEMENTARY,LOS ANGELES UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 1-2 C.R.BLDGS.,C.R./ADMIN.BLDG.,KIND.BLDG.,AUDIT./CAFETERIA BLDG. (INSTALLATION OF AIR CONDITIONING)",15,622710,CASTLE HIGHTS ELEMENTARY,62271002904,1279682,1199330,231244.4,1430574,1430574,2000,635,721346,2252.873,1.983201,178,165,244,292,72404,93532,496505,520214,0,1,0,1,0,0,1,0,0,,2252.873,2252.873,,,2252.873,,2252.873,2252.873,,,2252.873
HART STREET SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-STEEL RAMPS (PC-04-109224),11,622710,HART STREET,62271003072,59416.93,19641.08,,0,19641.08,2010,784,667090,25.05239,0.0294429,37,16,660,724,58984,68122,491937,510789,0,0,0,0,0,1,0,0,0,,,,,25.05239,,,,,,25.05239,
CAMBRIDGE HEIGHTS ELEMENTARY SCHOOL (SAN JUAN USD),SAN JUAN UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-CONSTRUCTION OF MULTI-PURPOSE BLDG,2,634620,CAMBRIDGE HEIGHTS ELEMENTARY,63462005757,1327819,2349049,76652.87,0,2425702,1999,433,48052,5602.083,50.48077,,8,24,,0,2980,4392,0,0,0,0,1,0,0,0,0,0,,,5602.083,,,,,,5602.083,,,
SEVENTY-FIFTH STREET ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ENTIRE SCHOOL (ACCESS COMPLIANCE -BARRIER REMOVAL),15,622710,SEVENTY-FIFTH STREET ELEMENTARY,62271003345,0,1121889,16115.22,1138005,1138005,2004,1698,741367,670.2029,1.535008,0,357,1429,1710,68132,88271,541514,558973,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
MILES AVENUE ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,RELOCATION OF 5-HCD APPROVED CLASSROOM BUILDINGS,16,622710,MILES AVENUE ELEMENTARY,62271003185,79768.34,94448.61,,0,94448.61,1998,2646,695885,35.69486,0.1357245,,10,2427,,0,93867,466259,0,0,1,0,0,0,0,0,0,0,,35.69486,,,,,,35.69486,,,,
KING MIDDLE SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ENTIRE CAMPUS (FIRE ALARM & SAFETY & TECHNOLOGY),11,622710,KING MIDDLE,62271009150,3140996,2744550,157784.5,0,2902334,2004,1668,741367,1740.009,3.914841,9,1205,468,985,68132,88271,541514,558973,0,0,1,0,0,1,0,0,0,1740.009,,,,1740.009,,1740.009,,,,1740.009,
UNIVERSITY CITY HIGH SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,RELOCATION OF 1-(5)REL(24X40)CR BLDGS (B1 TO B5) - A#66341; & RELATED SITE WORK.,8,634320,UNIVERSITY CITY HIGH,63432007838,571919.8,778289.5,47710.95,0,826000.4,2006,1912,130627,432.0086,6.323351,755,203,537,648,33891,18387,57587,78732,0,1,0,0,0,1,0,0,0,,432.0086,,,432.0086,,,432.0086,,,432.0086,
JONAS SALK MIDDLE (SAN JUAN USD),SAN JUAN UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-SIGN,5,634620,JONAS SALK MIDDLE,63462005816,57305.86,57305.86,,0,57305.86,2003,536,50906,106.9139,1.125719,202,128,208,368,37905,3696,6154,10358,0,0,0,0,0,1,0,0,0,,,,,106.9139,,,,,,106.9139,
